run,started,mode,goal,result,time_s,path_m,efficiency,collisions,stuck_episodes,stuck_time_s,astar_fails,aggressive_on,reloc_jumps,pct_dwa,pct_door,pct_brk,pct_seek,pct_recovery,pct_stop,spd_mean,c0_mean,c0_min,c0_hard_mean,c0_hard_min,near_wall_ticks,obs_mean,obs_max,obs_per_m2,n_hard_mean,colmap_cells,perc_n_mean,color_pts_mean,carpet_pct_mean,color_near_mean,dets_by_label,laser_noise_mean,filt_rej_mean,scan_hz,stale_pct,gated_pct,safer_inserts,map_adds,map_dels,tick_ms_p95,clearance_mean,clearance_min,clearance_max,progression_mean,progression_min,progression_max,reliability_mean,reliability_min,reliability_max,loc_conf_mean,loc_conf_min,loc_conf_max,laser_noise_min,laser_noise_max,spd_max,c0_max,c0_hard_max,perc_n_min,perc_n_max,color_pts_max,carpet_pct_min,carpet_pct_max,bat_start,bat_end,bat_used,bat_min
20260721_110724_ours_B,2026-07-21 11:07:24,ours,B,aborted_meta2_help,251.33,8.61,,2,2,148.3,0,1,0,47.3,0.8,31.8,0.0,1.3,1.8,0.078,0.919,0.22,0.921,0.22,103,172.047,251,6.32,165.119,7,0.0,,,,,0.088,0.026,3.09,63.2,44.0,67,545,444,110.0,0.574,0.144,1.0,0.09,0.0,0.344,0.909,0.0,1.0,1.0,0.955,1.0,0.0,1.0,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_152316_ours_B,2026-07-21 15:23:16,ours,B,aborted_meta2_help,78.35,1.58,,1,1,63.4,0,1,0,11.5,65.6,20.5,0.0,2.5,0.0,0.066,0.54,0.34,0.597,0.34,215,254.066,257,73.94,236.971,3,13.467,0.926,0.961,0.0,,0.319,0.062,2.29,93.5,56.7,1,280,23,357.8,0.314,0.225,1.0,0.036,0.0,0.584,0.362,0.207,0.982,0.986,0.96,1.0,0.0,0.79,0.133,2.5,2.5,0,14,2,0.922,1.0,97,97,0,97
20260721_153557_ours_B,2026-07-21 15:35:57,ours,B,reached,70.1,11.55,0.55,0,1,11.4,0,1,0,39.5,18.2,4.5,0.0,0.0,0.0,0.065,1.105,0.36,1.301,0.36,0,333.977,410,12.72,314.105,0,16.186,7.795,0.712,4.457,"{""refrigerator"": 35, ""couch"": 13, ""chair"": 1}",0.242,0.058,2.18,30.3,20.4,59,951,559,356.8,0.689,0.241,1.0,0.311,0.0,0.709,0.741,0.15,0.981,0.972,0.858,1.0,0.0,0.848,0.15,2.5,2.5,0,39,23,0.501,1.0,93,93,0,93
20260721_153737_ours_A,2026-07-21 15:37:37,ours,A,reached,56.54,10.03,0.59,0,0,0.0,0,0,0,38.3,3.4,0.0,0.0,0.0,0.0,0.065,1.16,0.5,1.63,0.57,0,241.354,417,9.15,213.474,0,14.406,6.529,0.759,4.563,"{""chair"": 5, ""refrigerator"": 3, ""person"": 2}",0.199,0.064,2.18,30.1,21.0,42,839,422,359.3,0.735,0.331,1.0,0.328,0.0,0.794,0.716,0.11,0.903,0.903,0.755,1.0,0.0,0.888,0.149,2.5,2.5,0,28,27,0.445,0.999,93,92,1,92
20260721_153921_ours_B,2026-07-21 15:39:21,ours,B,aborted_meta2_help,22.77,2.54,,0,1,3.5,0,1,0,95.8,0.0,4.2,0.0,0.0,0.0,0.057,1.517,0.95,1.854,1.13,0,244.097,284,53.62,222.722,0,12.819,6.465,0.851,5.761,,0.151,0.05,2.22,30.1,12.3,5,409,125,381.9,0.915,0.631,1.0,0.229,0.0,0.612,0.833,0.203,0.989,0.986,0.964,1.0,0.0,0.797,0.15,2.5,2.5,0,17,13,0.764,1.0,92,92,0,92
20260721_154042_ours_B,2026-07-21 15:40:42,ours,B,reached,52.56,9.89,0.63,0,0,0.0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.067,1.21,0.48,1.486,0.58,0,324.765,429,11.84,300.645,0,13.181,6.812,0.744,4.212,"{""refrigerator"": 9, ""person"": 5}",0.204,0.059,2.17,31.1,13.8,56,808,383,369.3,0.749,0.323,1.0,0.367,0.0,0.658,0.769,0.109,0.964,0.966,0.821,1.0,0.0,0.889,0.15,2.5,2.5,0,26,25,0.493,0.998,91,91,0,91
20260721_154158_ours_A,2026-07-21 15:41:58,ours,A,reached,104.74,14.84,0.43,0,1,38.0,0,1,0,25.7,2.7,6.0,0.0,0.0,0.0,0.066,1.133,0.45,1.547,0.47,0,229.69,424,8.31,207.296,0,14.301,12.527,0.61,10.584,"{""person"": 3, ""chair"": 7, ""refrigerator"": 25, ""couch"": 9}",0.231,0.067,2.17,32.7,27.4,60,1122,707,364.4,0.712,0.299,1.0,0.221,0.0,0.865,0.667,0.0,0.949,0.866,0.758,1.0,0.0,1.0,0.15,2.5,2.5,0,30,48,0.011,0.994,91,90,1,90
20260721_154438_ours_B,2026-07-21 15:44:38,ours,B,reached,63.49,10.13,0.62,0,0,0.0,0,0,0,42.1,0.0,0.0,0.0,0.0,0.0,0.063,1.139,0.4,1.368,0.4,0,340.703,456,13.6,312.658,0,15.208,7.378,0.732,4.597,"{""refrigerator"": 40, ""person"": 1}",0.199,0.059,2.18,32.0,16.7,55,951,495,355.9,0.684,0.265,1.0,0.308,0.0,0.683,0.774,0.0,0.974,0.971,0.862,1.0,0.0,1.0,0.149,2.5,2.5,0,32,24,0.501,0.997,89,89,0,89
20260721_154552_ours_A,2026-07-21 15:45:52,ours,A,reached,53.86,9.89,0.61,0,0,0.0,0,0,0,40.1,2.4,0.0,0.0,0.0,0.0,0.065,1.133,0.46,1.731,0.55,0,236.263,396,8.66,208.85,0,14.132,6.054,0.763,3.729,"{""chair"": 6, ""refrigerator"": 3}",0.205,0.062,2.23,28.6,19.6,45,799,403,363.6,0.729,0.304,1.0,0.352,0.0,0.784,0.719,0.0,0.918,0.902,0.764,1.0,0.0,1.0,0.149,2.5,2.5,0,32,26,0.413,0.998,89,88,1,88
20260721_161634_ours_B,2026-07-21 16:16:34,ours,B,reached,131.8,16.13,0.39,1,3,47.6,0,1,0,37.0,34.1,6.8,0.0,1.5,0.0,0.069,0.931,0.17,1.237,0.17,6,356.596,433,11.88,328.077,4,16.637,16.648,0.441,13.243,"{""person"": 12, ""chair"": 8, ""couch"": 30, ""refrigerator"": 9}",0.188,0.061,2.22,30.2,25.6,96,1462,1130,358.3,0.602,0.116,1.0,0.186,0.0,0.655,0.755,0.0,0.972,0.934,0.805,1.0,0.0,1.0,0.148,2.5,2.5,0,44,43,0.024,0.889,78,77,1,77
20260721_161910_ours_A,2026-07-21 16:19:10,ours,A,aborted_meta2_help,60.58,7.1,,1,2,28.3,0,1,0,0.0,5.8,6.3,0.0,4.2,0.0,0.066,0.763,0.17,0.901,0.17,39,191.047,238,26.86,166.152,4,16.466,14.616,0.496,11.668,"{""chair"": 6, ""couch"": 4}",0.182,0.073,2.18,30.7,24.0,24,672,453,352.3,0.494,0.116,1.0,0.123,0.0,0.408,0.694,0.0,0.873,0.854,0.758,0.979,0.0,1.0,0.149,2.5,2.5,0,29,38,0.048,0.815,77,76,1,76
20260721_170004_ours_B,2026-07-21 17:00:04,ours,B,reached,94.46,7.61,0.82,0,1,3.5,0,1,0,55.9,0.0,9.1,0.0,0.0,0.0,0.069,1.239,0.4,1.239,0.4,0,228.041,272,8.38,217.959,0,0.0,,,,,0.093,0.024,3.35,58.7,21.9,44,440,187,110.0,0.723,0.27,1.0,0.211,0.0,0.32,0.907,0.425,1.0,0.999,0.943,1.0,0.0,0.575,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_170152_ours_B,2026-07-21 17:01:52,ours,B,reached,93.98,7.49,0.83,0,1,3.5,0,1,0,55.6,0.0,9.2,0.0,0.0,0.0,0.068,1.261,0.41,1.261,0.41,0,229.259,268,8.42,219.834,0,0.0,,,,,0.092,0.026,3.23,59.0,22.2,44,442,196,111.6,0.737,0.275,1.0,0.212,0.0,0.322,0.908,0.384,1.0,0.999,0.943,1.0,0.0,0.616,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_170339_ours_B,2026-07-21 17:03:39,ours,B,aborted_meta2_help,221.64,7.92,,1,1,136.7,0,1,0,57.0,0.0,27.3,0.0,0.7,0.0,0.074,0.924,0.24,0.939,0.24,346,182.584,259,6.6,173.767,4,0.0,,,,,0.183,0.04,3.54,62.4,51.8,65,514,371,109.4,0.572,0.161,1.0,0.092,0.0,0.332,0.801,0.27,1.0,0.998,0.915,1.0,0.0,0.716,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_170848_ours_B,2026-07-21 17:08:48,ours,B,reached,97.86,7.7,0.81,0,1,8.9,0,1,0,53.7,2.1,8.7,0.0,0.0,0.0,0.072,1.192,0.37,1.194,0.37,0,224.774,267,8.28,215.34,0,0.0,,,,,0.092,0.021,3.21,58.9,20.9,47,446,209,112.0,0.698,0.247,1.0,0.204,0.0,0.32,0.908,0.439,1.0,1.0,0.943,1.0,0.0,0.561,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_171039_ours_B,2026-07-21 17:10:39,ours,B,reached,92.94,7.5,0.83,0,1,9.3,0,1,0,55.6,0.0,9.4,0.0,0.0,0.0,0.071,1.249,0.41,1.25,0.41,0,218.864,258,8.09,216.543,0,0.0,,,,,0.092,0.022,3.3,58.6,22.2,41,421,176,111.9,0.73,0.271,1.0,0.214,0.0,0.322,0.908,0.424,1.0,1.0,0.966,1.0,0.0,0.576,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_171335_ours_B,2026-07-21 17:13:35,ours,B,aborted_meta2_help,197.91,5.66,,5,3,126.5,0,1,0,17.3,16.9,16.6,0.0,4.9,0.0,0.071,0.601,0.2,0.601,0.2,1080,206.729,258,20.04,195.468,6,0.0,,,,,0.063,0.038,3.07,62.3,46.2,26,434,246,110.4,0.353,0.135,1.0,0.064,0.0,0.324,0.939,0.713,1.0,0.998,0.93,1.0,0.0,0.287,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_171706_ours_B,2026-07-21 17:17:06,ours,B,reached,118.7,7.6,0.82,1,3,10.2,0,1,0,45.2,2.0,13.2,0.0,1.3,2.4,0.069,1.111,0.23,1.113,0.23,76,215.428,244,8.14,206.371,4,0.0,,,,,0.114,0.026,3.44,59.8,29.7,41,453,275,111.6,0.657,0.151,1.0,0.165,0.0,0.354,0.885,0.0,1.0,0.999,0.954,1.0,0.0,1.0,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_172046_ours_B,2026-07-21 17:20:46,ours,B,reached,98.73,7.52,0.83,0,1,3.4,0,1,0,54.4,2.0,8.6,0.0,0.0,0.0,0.062,1.209,0.42,1.213,0.42,0,225.19,263,8.21,213.628,0,0.0,,,,,0.098,0.022,3.34,59.1,23.1,47,444,204,111.3,0.71,0.279,1.0,0.201,0.0,0.311,0.903,0.419,1.0,0.999,0.955,1.0,0.0,0.581,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_172237_ours_B,2026-07-21 17:22:37,ours,B,aborted_meta2_help,251.34,8.51,,2,2,145.7,0,1,0,46.3,0.8,33.6,0.0,1.3,1.5,0.07,1.003,0.22,1.004,0.22,103,172.114,244,6.5,168.571,7,0.0,,,,,0.09,0.028,3.29,63.4,41.8,75,555,424,109.6,0.629,0.145,1.0,0.09,0.0,0.343,0.91,0.0,1.0,0.999,0.906,1.0,0.0,1.0,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260721_172703_ours_B,2026-07-21 17:27:03,ours,B,aborted_meta2_help,218.69,7.66,,9,2,127.7,0,1,0,15.8,46.6,13.9,0.0,7.9,0.3,0.086,0.582,0.22,0.582,0.22,1142,185.157,239,9.7,178.783,10,0.0,,,,,0.055,0.035,2.96,62.1,37.0,44,505,361,109.3,0.344,0.145,1.0,0.086,0.0,0.304,0.946,0.475,1.0,0.999,0.964,1.0,0.0,0.525,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260722_101636_ours_B,2026-07-22 10:16:36,ours,B,aborted_meta2_help,295.6,8.46,,1,3,190.0,0,1,0,42.8,1.2,40.3,0.0,0.5,1.6,0.049,1.069,0.22,1.072,0.22,73,169.75,240,6.51,163.377,4,0.0,,,,,0.085,0.03,2.9,64.5,41.3,78,547,435,110.9,0.679,0.144,1.0,0.08,0.0,0.344,0.911,0.086,1.0,0.999,0.942,1.0,0.0,0.914,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260722_102145_ours_B,2026-07-22 10:21:45,ours,B,reached,104.67,7.63,0.82,0,1,3.8,0,1,0,52.7,2.0,8.3,0.0,0.0,0.0,0.068,1.113,0.23,1.114,0.23,30,228.579,260,8.3,217.846,0,0.0,,,,,0.089,0.023,3.26,58.5,20.5,44,446,215,111.9,0.653,0.151,1.0,0.191,0.0,0.319,0.912,0.688,1.0,1.0,0.955,1.0,0.0,0.312,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260722_150323_ours_B,2026-07-22 15:03:23,ours,B,aborted_meta2_help,229.09,7.1,,13,3,125.0,0,1,0,17.6,41.1,13.5,0.0,10.7,0.0,0.07,0.627,0.22,0.627,0.22,1059,192.012,240,10.2,181.372,11,0.0,,,,,0.06,0.036,3.79,59.1,38.7,62,602,440,114.9,0.37,0.146,1.0,0.079,0.0,0.27,0.934,0.0,1.0,0.996,0.897,1.0,0.0,1.0,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260722_150726_ours_B,2026-07-22 15:07:26,ours,B,reached,89.59,7.58,0.82,0,1,4.6,0,1,0,57.0,0.0,6.5,0.0,0.0,0.0,0.066,1.278,0.44,1.278,0.44,0,225.164,275,8.24,215.182,0,0.0,,,,,0.103,0.023,3.49,58.3,20.1,44,441,173,111.6,0.746,0.29,1.0,0.22,0.0,0.316,0.897,0.306,1.0,1.0,0.956,1.0,0.0,0.694,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260722_150909_ours_B,2026-07-22 15:09:09,ours,B,reached,88.41,7.44,0.84,0,1,4.5,0,1,0,57.2,0.0,6.6,0.0,0.0,0.0,0.068,1.298,0.44,1.298,0.44,0,224.274,260,8.31,219.587,0,0.0,,,,,0.094,0.024,3.42,58.3,19.9,49,430,170,112.1,0.756,0.291,1.0,0.223,0.0,0.314,0.906,0.391,1.0,0.999,0.942,1.0,0.0,0.609,0.15,2.5,2.5,0,0,,,,100,100,0,100
20260724_160928_ours_B,2026-07-24 16:09:28,ours,B,reached,58.61,10.33,0.6,0,0,0.0,0,0,0,49.7,0.0,0.0,0.0,0.0,0.0,0.064,1.17,0.48,1.417,0.64,0,340.296,479,11.96,317.487,0,14.677,6.782,0.732,4.314,"{""refrigerator"": 20, ""couch"": 2, ""person"": 1, ""chair"": 7}",0.232,0.067,2.21,31.6,16.3,59,935,456,354.0,0.73,0.321,1.0,0.341,0.0,0.645,0.737,0.126,1.0,0.956,0.84,1.0,0.0,0.873,0.145,2.5,2.5,0,33,24,0.489,1.0,78,77,1,77
20260724_161059_ours_A,2026-07-24 16:10:59,ours,A,aborted_meta2_help,97.07,9.12,,1,2,56.1,0,1,0,1.3,6.1,9.7,0.0,3.5,0.0,0.07,0.744,0.18,0.811,0.18,64,231.2,297,34.23,203.226,4,16.697,16.99,0.47,13.764,"{""chair"": 14, ""refrigerator"": 71, ""couch"": 4}",0.149,0.07,2.16,31.8,28.9,56,860,592,350.3,0.465,0.12,1.0,0.111,0.0,0.481,0.714,0.0,0.899,0.844,0.764,0.967,0.0,1.0,0.149,2.5,2.5,0,42,48,0.0,0.899,77,77,0,77
20260724_161932_ours_B,2026-07-24 16:19:32,ours,B,reached,59.88,10.69,0.58,0,0,0.0,0,0,0,47.4,0.0,0.0,0.0,0.0,0.0,0.069,1.183,0.5,1.41,0.6,0,343.588,469,12.6,314.227,0,14.505,6.938,0.744,4.58,"{""refrigerator"": 30, ""person"": 2}",0.23,0.067,2.25,31.3,20.0,64,912,445,353.5,0.702,0.332,1.0,0.329,0.0,0.637,0.721,0.0,0.994,0.944,0.832,1.0,0.0,1.0,0.15,2.5,2.5,0,35,24,0.496,1.0,74,74,0,74
20260724_162121_ours_A,2026-07-24 16:21:21,ours,A,aborted_meta2_help,113.3,10.68,,1,4,71.5,0,1,0,10.4,11.0,19.5,0.0,1.6,0.0,0.064,0.764,0.2,0.773,0.2,92,178.879,202,40.37,158.841,3,12.25,4.143,0.615,1.807,"{""chair"": 10, ""refrigerator"": 49, ""couch"": 12, ""person"": 2}",0.199,0.05,2.22,32.1,47.7,35,685,516,350.1,0.49,0.135,1.0,0.072,0.0,0.432,0.714,0.0,0.927,0.898,0.814,0.988,0.0,1.0,0.15,2.5,2.5,0,32,33,0.304,0.928,73,72,1,72
20260724_162949_ours_B,2026-07-24 16:29:49,ours,B,reached,54.35,9.93,0.63,0,0,0.0,0,0,0,48.6,0.0,0.0,0.0,0.0,0.0,0.067,1.205,0.52,1.437,0.52,0,331.78,460,12.43,307.688,0,14.595,7.25,0.736,4.529,"{""refrigerator"": 20}",0.244,0.066,2.15,31.6,19.5,58,883,424,348.3,0.72,0.343,1.0,0.361,0.0,0.646,0.718,0.0,0.986,0.956,0.837,1.0,0.0,1.0,0.149,2.5,2.5,0,30,25,0.467,0.998,69,69,0,69
20260724_163117_ours_A,2026-07-24 16:31:17,ours,A,reached,106.95,15.95,0.38,0,2,42.9,0,1,0,19.1,1.7,8.8,0.0,0.0,0.0,0.065,1.208,0.47,1.575,0.51,0,248.863,420,9.33,225.84,0,14.983,12.5,0.645,10.209,"{""chair"": 5, ""refrigerator"": 12, ""couch"": 14}",0.31,0.074,2.15,34.1,30.4,61,1194,774,343.8,0.729,0.315,1.0,0.217,0.0,0.823,0.587,0.0,0.914,0.858,0.737,1.0,0.0,1.0,0.149,2.5,2.5,0,29,48,0.003,0.996,69,68,1,68
20260724_163501_ours_B,2026-07-24 16:35:01,ours,B,reached,53.49,10.13,0.61,0,0,0.0,0,0,0,46.6,0.0,0.0,0.0,0.0,0.0,0.069,1.149,0.57,1.378,0.57,0,338.58,453,12.5,304.96,0,13.676,7.103,0.747,4.457,"{""refrigerator"": 8}",0.212,0.072,2.18,33.9,19.2,59,851,405,343.7,0.732,0.378,1.0,0.357,0.0,0.679,0.747,0.224,0.994,0.949,0.824,1.0,0.0,0.772,0.15,2.5,2.5,0,28,24,0.485,0.999,67,66,1,66
20260724_163736_ours_A,2026-07-24 16:37:36,ours,A,reached,60.77,10.91,0.58,0,1,0.3,0,0,0,37.0,2.0,0.0,0.0,0.0,0.0,0.068,1.208,0.52,1.648,0.52,0,238.48,413,8.64,208.53,0,14.34,5.653,0.764,3.352,"{""chair"": 5, ""refrigerator"": 18}",0.219,0.062,2.18,33.8,20.9,53,895,482,345.3,0.762,0.348,1.0,0.33,0.0,0.848,0.699,0.0,0.902,0.898,0.793,1.0,0.0,1.0,0.15,2.5,2.5,0,33,26,0.435,1.0,66,65,1,65
20260814_152555_ours_B,2026-08-14 15:25:55,ours,B,aborted_meta2_help,142.38,16.84,,0,2,93.6,0,1,0,16.2,2.0,13.3,0.0,0.0,0.0,0.067,0.831,0.15,0.892,0.15,64,328.29,393,26.45,302.259,0,18.816,14.909,0.495,9.534,"{""refrigerator"": 182, ""person"": 18}",0.153,0.06,2.17,31.1,31.6,52,1352,1042,352.2,0.523,0.098,1.0,0.158,0.0,0.823,0.816,0.164,0.981,0.969,0.887,1.0,0.0,0.834,0.147,2.5,2.5,0,37,48,0.001,1.0,94,93,1,93
20260814_152930_ours_B,2026-08-14 15:29:30,ours,B,reached,54.19,9.99,0.62,0,0,0.0,0,0,0,53.5,0.6,0.0,0.0,0.0,0.0,0.068,1.304,0.42,1.501,0.6,0,327.797,468,12.22,309.14,0,13.221,6.649,0.751,4.795,"{""refrigerator"": 14, ""couch"": 1, ""chair"": 8}",0.287,0.058,2.19,32.4,17.3,59,857,397,358.0,0.74,0.281,1.0,0.358,0.0,0.648,0.683,0.0,0.982,0.96,0.824,1.0,0.0,1.0,0.15,2.5,2.5,0,33,25,0.493,0.999,92,92,0,92
20260814_153102_ours_A,2026-08-14 15:31:02,ours,A,reached,71.8,11.13,0.54,0,1,2.5,0,0,0,32.5,3.5,4.3,0.0,0.0,0.0,0.063,1.309,0.28,1.684,0.28,3,255.108,427,9.1,224.416,0,14.082,5.004,0.779,2.917,"{""chair"": 13, ""refrigerator"": 12}",0.244,0.066,2.15,33.2,22.8,47,963,542,358.0,0.814,0.186,1.0,0.274,0.0,0.775,0.676,0.0,0.932,0.9,0.778,1.0,0.0,1.0,0.15,2.5,2.5,0,35,28,0.43,1.0,92,91,1,91
20260814_153302_ours_B,2026-08-14 15:33:02,ours,B,reached,62.86,10.88,0.58,0,1,1.9,0,0,0,56.7,1.0,4.5,0.0,0.0,0.0,0.069,1.378,0.54,1.525,0.6,0,353.786,493,12.36,327.294,0,14.701,5.69,0.726,3.845,"{""chair"": 26, ""refrigerator"": 30, ""couch"": 2}",0.24,0.056,2.18,31.7,21.8,59,907,414,364.3,0.796,0.358,1.0,0.319,0.0,0.662,0.715,0.038,0.993,0.946,0.813,1.0,0.0,0.961,0.15,2.5,2.5,0,35,25,0.489,0.999,91,90,1,90
20260814_153451_ours_A,2026-08-14 15:34:51,ours,A,aborted,72.08,7.64,,1,2,24.2,0,1,0,0.0,0.0,9.1,0.0,4.8,0.0,0.066,0.794,0.28,0.921,0.28,19,199.861,228,31.78,178.887,3,15.1,14.813,0.493,12.078,"{""chair"": 2, ""refrigerator"": 42, ""person"": 2}",0.149,0.071,2.16,32.0,26.4,31,673,448,353.1,0.516,0.185,1.0,0.106,0.0,0.509,0.712,0.122,0.867,0.839,0.75,0.93,0.0,0.864,0.148,2.5,2.5,0,35,48,0.0,0.855,90,89,1,89
20260814_153710_ours_B,2026-08-14 15:37:10,ours,B,reached,81.55,12.7,0.49,0,1,19.9,0,1,0,32.7,0.0,3.9,0.0,0.0,0.0,0.071,1.083,0.36,1.259,0.36,0,337.65,401,12.54,316.607,0,15.226,10.285,0.708,7.609,"{""refrigerator"": 30, ""couch"": 13, ""person"": 1, ""chair"": 3}",0.181,0.061,2.19,31.8,19.0,66,984,618,348.9,0.659,0.238,1.0,0.255,0.0,0.647,0.783,0.17,0.986,0.962,0.853,1.0,0.0,0.828,0.148,2.5,2.5,0,32,25,0.328,1.0,88,88,0,88
20260814_153843_ours_A,2026-08-14 15:38:43,ours,A,reached,106.42,14.35,0.43,1,2,29.5,0,1,0,27.4,3.6,6.0,0.0,1.8,0.0,0.07,1.11,0.16,1.286,0.16,32,242.985,451,8.34,216.366,3,13.917,6.173,0.676,3.854,"{""chair"": 15, ""refrigerator"": 35, ""couch"": 1}",0.217,0.057,2.21,30.9,27.9,63,1169,726,349.5,0.684,0.107,1.0,0.21,0.0,0.849,0.699,0.0,0.91,0.895,0.802,0.993,0.0,1.0,0.15,2.5,2.5,0,32,45,0.113,0.999,88,87,1,87
20260814_154102_ours_B,2026-08-14 15:41:02,ours,B,aborted,83.3,11.17,,1,1,45.3,0,1,0,25.3,0.4,15.1,0.0,4.2,0.0,0.071,1.135,0.21,1.241,0.21,4,345.766,407,32.71,320.23,3,16.177,3.89,0.748,2.28,"{""refrigerator"": 120, ""person"": 4}",0.217,0.057,2.17,31.7,34.7,49,903,587,354.6,0.691,0.139,1.0,0.171,0.0,0.673,0.769,0.13,0.986,0.985,0.933,1.0,0.0,0.868,0.149,2.5,2.5,0,39,15,0.505,1.0,86,86,0,86
20260814_154523_ours_B,2026-08-14 15:45:23,ours,B,reached,95.94,14.77,0.42,0,2,31.7,0,1,0,34.5,0.3,9.4,0.0,0.0,0.0,0.074,1.136,0.16,1.283,0.16,7,354.658,419,12.52,322.238,0,16.84,9.239,0.653,5.935,"{""person"": 2, ""refrigerator"": 57, ""chair"": 23, ""couch"": 4}",0.23,0.058,2.19,32.1,23.4,63,1185,798,353.2,0.687,0.108,1.0,0.243,0.0,0.681,0.734,0.0,0.99,0.955,0.778,1.0,0.0,1.0,0.149,2.5,2.5,0,34,26,0.396,0.997,84,84,0,84
20260814_154855_ours_A,2026-08-14 15:48:55,ours,A,reached,93.48,13.79,0.44,0,2,26.3,0,1,0,37.9,1.0,6.7,0.0,0.0,0.0,0.071,1.295,0.46,1.609,0.54,0,259.326,443,9.26,230.946,0,14.614,8.795,0.714,6.623,"{""chair"": 6, ""refrigerator"": 10, ""couch"": 2}",0.279,0.07,2.18,31.8,26.4,56,1152,709,350.0,0.797,0.305,1.0,0.237,0.0,0.808,0.633,0.0,0.967,0.89,0.748,0.994,0.0,1.0,0.149,2.5,2.5,0,30,48,0.014,0.994,83,82,1,82
20260814_155148_ours_B,2026-08-14 15:51:48,ours,B,reached,50.04,9.95,0.63,0,0,0.0,0,0,0,53.7,1.2,0.0,0.0,0.0,0.0,0.069,1.25,0.38,1.443,0.61,0,362.71,538,13.12,299.142,0,13.191,6.708,0.741,4.547,"{""refrigerator"": 10, ""chair"": 2}",0.256,0.066,2.17,33.1,14.7,50,899,361,354.2,0.747,0.255,1.0,0.386,0.0,0.713,0.693,0.055,0.986,0.925,0.817,0.993,0.0,0.937,0.147,2.5,2.5,0,31,26,0.482,0.999,82,81,1,81
20260814_155319_ours_A,2026-08-14 15:53:19,ours,A,aborted,56.63,6.02,,1,1,21.9,0,1,0,0.0,0.0,11.0,0.0,6.1,0.0,0.073,0.846,0.32,0.96,0.32,2,198.983,224,31.58,172.961,3,16.729,13.533,0.522,10.378,"{""chair"": 5, ""refrigerator"": 49, ""person"": 1}",0.177,0.073,2.15,32.6,32.6,26,596,377,353.0,0.541,0.211,1.0,0.124,0.0,0.521,0.696,0.228,0.883,0.847,0.775,0.905,0.0,0.735,0.15,2.5,2.5,0,33,47,0.037,0.901,81,81,0,81
20260814_155530_ours_A,2026-08-14 15:55:30,ours,A,reached,132.86,17.85,0.36,1,4,36.8,0,1,0,40.0,2.4,7.1,0.0,1.4,0.0,0.063,1.227,0.19,1.4,0.19,22,284.831,404,8.23,257.486,3,14.15,7.675,0.717,5.511,"{""chair"": 23, ""couch"": 8, ""refrigerator"": 29}",0.236,0.066,2.15,31.4,29.0,65,1391,987,348.2,0.754,0.129,1.0,0.194,0.0,0.785,0.683,0.0,0.962,0.896,0.788,1.0,0.0,1.0,0.149,2.5,2.5,0,41,46,0.02,0.997,80,79,1,79
20260814_160316_ours_B,2026-08-14 16:03:16,ours,B,reached,62.45,10.7,0.58,0,1,0.7,0,0,0,44.3,0.0,0.0,0.0,0.0,0.0,0.067,1.257,0.53,1.422,0.65,0,363.328,474,13.41,326.179,0,14.781,6.665,0.744,4.285,"{""refrigerator"": 27, ""couch"": 21, ""person"": 2, ""chair"": 3}",0.235,0.059,2.16,32.7,16.8,52,1031,557,349.9,0.743,0.353,1.0,0.314,0.0,0.647,0.729,0.001,0.981,0.952,0.848,1.0,0.0,0.999,0.149,2.5,2.5,0,31,24,0.485,1.0,78,77,1,77
20260814_160433_ours_A,2026-08-14 16:04:33,ours,A,aborted,91.95,9.24,,0,1,50.9,0,1,0,1.7,0.0,13.6,0.0,0.0,0.0,0.069,0.816,0.26,0.915,0.26,41,199.22,232,29.16,176.953,0,14.136,16.235,0.469,13.456,"{""chair"": 3, ""refrigerator"": 47, ""person"": 3}",0.168,0.074,2.16,31.9,31.2,40,765,545,355.4,0.522,0.171,1.0,0.106,0.0,0.487,0.691,0.0,0.875,0.836,0.731,0.922,0.0,1.0,0.149,2.5,2.5,0,34,48,0.0,0.921,77,77,0,77
